Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9232885126396404,0.02821132608989647,0.6995696308374795,0.6126065857086557,20.40172090685802,0.6434106286615133
2,0.9874600673463263,0.0172266703877909,0.6185440866919859,0.6010770989908134,19.897877077103995,0.6589390058070421
3,0.9936152402000614,0.010790470326029727,0.6355931870090591,0.6308581349112203,21.83941911813757,0.7008398147299886
4,0.9968783850560602,0.009026036456032198,0.726576171120333,0.7213602027994521,22.166777782327557,0.7006948487833142
5,0.9955764164120788,0.009074335762355995,0.6983858885429495,0.6922319317800518,21.9699469086131,0.7208073753863573
6,0.9949570515737206,0.007402435908438531,0.6864852490674844,0.6831855602233188,23.37185358280331,0.7320333048701286
7,0.9978181450534764,0.007640098569131229,0.7634647529566151,0.7604266490951888,22.392913817414758,0.7141754003241658
8,0.994132003983187,0.006864087252211552,0.6590814976762438,0.6435028148751017,22.65315304881618,0.7382317492738366
9,1.0087347426703246,0.006190871845766195,0.5235869691824562,0.5295877980034792,23.508428697009116,0.7630088040605187
10,1.0076155184528832,0.005982800072086472,0.553919032045355,0.5607324846442514,23.528899791825708,0.765191794373095
11,1.0018739168655657,0.00545397499018332,0.5714479503381857,0.571862943629001,24.36003331693351,0.7829945320263505
12,1.0010414045493068,0.0050006643815633705,0.6068890443019899,0.6074325851059584,24.030207932929866,0.7788776466622949
13,0.9987424852024709,0.004670443430957545,0.6004792087987285,0.5964861802890922,24.670953599798622,0.7857090821489692
14,1.0044525477382829,0.00513688406301891,0.6019102759330051,0.5985235673315982,25.14181157795217,0.7769393678754568
15,1.0055553905312247,0.004330233620470557,0.8700179148422715,0.8787022072047531,24.808074779254476,0.7638064743950963
16,0.9986573364067389,0.004258764083855427,0.8146573294399218,0.8072250246416333,24.67706220929355,0.7842327412217855
17,1.0034355288051349,0.004431299118358648,0.5970902314162684,0.5990557289162556,25.040325876431453,0.8092809617519379
18,0.9976894812576119,0.004137083494032805,0.6842882208855374,0.6804987694549872,25.386658090636537,0.791993884369731
19,1.0003632999676144,0.0038370932879173325,0.668855152134029,0.6674368316139996,25.583092041678185,0.8140929043292999
20,1.0044932529305866,0.004747472595996582,0.5950305278484638,0.5980622110897508,25.19953104300995,0.7847841959446669
21,0.9975944463828191,0.004019644367470484,0.5208805314160018,0.515845477873682,25.46876473562111,0.7940010223537683
22,1.003713455606014,0.003945286918443714,0.5280013354144588,0.5310904254402155,24.614740614030076,0.8025933485478163
