TIMESTAMP,POWER,WindSpeed10m,AirTemp,Ghi,RelativeHumidity,Zenith,Azimuth
2019-01-01 00:00:00,0.00001,4.466666666666667,8.833333333333334,0.00001,60.63333333333333,160.33333333333334,11.166666666666666
2019-01-01 01:00:00,0.00001,4.741666666666666,8.35,0.00001,60.50833333333333,158.58333333333334,-28.08333333333333
2019-01-01 02:00:00,0.00001,4.991666666666666,7.666666666666667,0.00001,60.15,150.91666666666666,-56.16666666666666
2019-01-01 03:00:00,0.00001,4.908333333333333,6.991666666666667,0.00001,59.925,140.83333333333334,-73.25
2019-01-01 04:00:00,0.00001,4.7,6.45,0.00001,60.40833333333333,129.58333333333334,-85.33333333333333
2019-01-01 05:00:00,0.00001,4.641666666666667,5.95,0.00001,60.96666666666667,118.5,-95.41666666666669
2019-01-01 06:00:00,0.00001,4.4750000000000005,5.616666666666667,0.00001,61.73333333333333,107.33333333333331,-104.5
2019-01-01 07:00:00,0.00001,4.375,5.375,0.00001,63.225,96.75,-113.58333333333331
2019-01-01 08:00:00,80.66666666666667,4.275,5.158333333333333,41.66666666666666,64.29166666666667,86.83333333333333,-123.33333333333331
2019-01-01 09:00:00,170.91666666666666,4.233333333333333,5.95,183.66666666666663,61.05,78.0,-134.5
2019-01-01 10:00:00,529.6666666666666,4.375,7.608333333333333,319.3333333333333,55.583333333333336,70.75,-146.66666666666666
2019-01-01 11:00:00,1465.0833333333333,4.3500000000000005,8.841666666666667,414.8333333333333,52.9,65.66666666666667,-160.5
2019-01-01 12:00:00,1817.8333333333333,3.9,9.966666666666669,458.25,50.74166666666667,63.333333333333336,-85.75
2019-01-01 13:00:00,1411.5833333333333,3.4333333333333336,10.833333333333334,444.4166666666667,49.15,64.0,168.83333333333334
2019-01-01 14:00:00,739.5,3.025,11.475,376.0,48.475,67.75,154.08333333333334
2019-01-01 15:00:00,477.5833333333333,2.6750000000000003,11.741666666666667,260.4166666666667,49.14166666666667,73.75,140.66666666666666
2019-01-01 16:00:00,217.25,2.333333333333333,11.55,115.83333333333331,51.73333333333333,81.66666666666667,129.16666666666666
2019-01-01 17:00:00,35.833333333333336,2.1833333333333336,10.741666666666667,7.916666666666667,56.46666666666667,91.08333333333331,118.83333333333331
2019-01-01 18:00:00,0.00001,2.1666666666666665,9.808333333333334,0.00001,61.55,101.25,109.5
